,武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親,武将姓名,列伝,父親有無,母親有無,志区分
76,二階堂,盛隆,47,61,54,52,51,108,103,265,二階堂盛義,にかいどう,もりたか,1561年,1576年,1584年,24,-,家名存続,用心,斥候,神出鬼没,勲功,11,-,二階堂盛隆,蘆名家１８代当主。二階堂盛義の子。蘆名盛興の未亡人を娶った。上杉・北条家らと結んで佐竹家と争った。寵の衰えを逆恨みした側近に黒川城内で殺された。,1,0,0
77,佐竹,義広,50,54,39,52,43,104,95,238,佐竹義重,さたけ,よしひろ,1576年,1591年,1631年,56,-,家名存続,臨戦,万全,囮挑発,家名,7,-,佐竹義広,蘆名家２０代当主。佐竹義重の次男。白河結城家の養子となるが、のち蘆名盛隆の娘を娶り蘆名家を継ぐ。摺上原で伊達政宗の軍に敗れ、故郷の常陸に逃れた。,1,0,0
78,針生,盛信,34,35,45,50,44,69,94,208,針生盛秋,はりゅう,もりのぶ,1553年,1568年,1625年,73,-,所領拡大,気勢崩し,堅固,囮挑発,実利,10,-,針生盛信,蘆名家臣。盛幸（蘆名盛滋の子）の孫。１５７６年、金上盛実と席次の上下を争ったという。関ヶ原合戦で西軍に属したため所領を失い、伊達家に仕えた。,1,0,0
79,猪苗代,盛国,63,47,63,50,56,110,106,279,-,いなわしろ,もりくに,1536年,1551年,1594年,59,-,領地保全,用心,斥候,神出鬼没,実利,13,-,猪苗代盛国,蘆名家臣。後妻の讒言により子・盛胤の廃嫡を企むが発覚し、盛胤と争った。のちに主家に背いて伊達家に属し、摺上原合戦では先鋒を務めて蘆名軍と戦った。,0,0,0
80,猪苗代,盛胤,57,67,46,40,39,124,79,249,猪苗代盛国,いなわしろ,もりたね,1565年,1580年,1641年,77,-,領地保全,突撃,速攻,全軍突撃,勲功,2,-,猪苗代盛胤,蘆名家臣。盛国の子。摺上原合戦で主家が敗れたあと、主君・盛重に従い常陸に逃れる。のちに盛重のもとを去って故郷の猪苗代に戻り、同地で余生を送った。,1,0,0
81,金上,盛備,52,54,59,80,85,106,165,330,-,かながみ,もりはる,1527年,1542年,1589年,63,-,家名存続,気勢崩し,堅固,囮挑発,実利,4,-,金上盛備,蘆名家臣。主君・盛隆の死後、伊達政宗の弟・小次郎を跡継ぎに推す一派を抑え佐竹義重の次男・義広を当主に迎えることに成功した。摺上原合戦で戦死した。,0,0,0
82,松本,氏輔,46,51,50,54,50,97,104,251,-,まつもと,うじすけ,1525年,1540年,1575年,51,-,所領拡大,逆撫で,地利,囮挑発,家名,9,-,松本氏輔,蘆名家臣。舜輔の子。松本家は蘆名四天の宿老の一。図書助と称し、船岡城主を務めた。１５７５年、田村清顕の軍と安積郡福原で戦った際に戦死した。,0,0,0
83,富田,氏実,31,36,47,71,59,67,130,244,-,とみた,うじざね,1541年,1556年,1591年,51,-,家名存続,気勢崩し,堅固,囮挑発,実利,11,-,富田氏実,蘆名家臣。四天の宿老の１人。主君・盛隆の死後、伊達政宗の弟・小次郎を後継に推すが敗れた。摺上原合戦では留守居を務め、主力の敗北後、伊達家に降る。,0,0,0
84,富田,隆実,60,74,37,30,28,134,58,229,富田氏実,とみた,たかざね,1569年,1584年,1594年,26,-,領地保全,突撃,速攻,全軍突撃,実利,5,-,富田隆実,蘆名家臣。氏実の子。摺上原合戦では先鋒を務め、伊達軍の本陣に迫るなど奮戦した。敗北後は主君・盛重に従い常陸に逃れるが、間もなく盛重の元を去った。,1,0,0
85,佐瀬,種常,45,51,52,67,60,96,127,275,-,させ,たねつね,1515年,1530年,1589年,75,-,家名存続,気勢崩し,堅固,囮挑発,勲功,6,-,佐瀬種常,蘆名家臣。佐瀬家は、蘆名四天の宿老の一。耶麻郡中田付で六斎市を開いていたが、中田付では不便だとして、小田付村に六斎市を移した。摺上原合戦で戦死。,0,0,0
86,平田,舜範,42,44,50,48,46,86,94,230,-,ひらた,きよのり,1519年,1534年,1583年,65,-,所領拡大,臨戦,万全,囮挑発,才覚,7,-,平田舜範,蘆名家臣。輔範の子。平田家は蘆名四天の宿老の一。是亦斎と称す。大槻城主の大槻政通が謀叛を起こした際、主君・盛氏に従って出陣し、鎮定した。,0,0,0
87,平田,範重,62,66,43,33,33,128,66,237,平田舜範,ひらた,のりしげ,1555年,1570年,1594年,40,-,領地保全,突撃,速攻,全軍突撃,才覚,5,-,平田範重,蘆名家臣。平田舜範の子。松本行輔（氏輔の子）の謀叛鎮定などに活躍した。伊達軍が蘆名領に侵攻した際は、中目盛光とともに奮戦し、これを破った。,1,0,0
88,大内,定綱,52,77,64,39,48,129,87,280,大内義綱,おおうち,さだつな,1546年,1561年,1610年,65,-,領地保全,奮闘,猛攻,全軍突撃,家名,11,-,大内定綱,陸奥の豪族。塩松城主。伊達政宗が伊達家当主となると、これに帰属するが、間もなく敵対。政宗の攻撃を受けて敗北し以後は伊達家に仕えた。槍術に秀でた。,1,0,0
89,安東,愛季,80,70,80,86,80,150,166,396,安東舜季,あんとう,ちかすえ,1539年,1554年,1587年,49,-,斗星北天,叱咤,名将,神出鬼没,才覚,10,-,安東愛季,檜山安東家８代当主。舜季の嫡男。湊・檜山の両安東家を統一し、巧みな戦略で安東家最大の版図を築き上げ「斗星の北天に在るにさも似たり」と恐れられた。,1,0,1
90,安東,実季,69,55,60,51,55,124,106,290,安東愛季,あんとう,さねすえ,1576年,1587年,1659年,84,-,所領拡大,挟撃巧者,疾走,神出鬼没,芸道,8,-,安東実季,檜山安東家９代当主。愛季の嫡男。父の死後、家督を継ぐ。南部家や戸沢家と抗争し、所領を守り抜くが、関ヶ原合戦での不手際により、秋田領を追われた。,1,0,0
91,安東,茂季,46,56,54,48,49,102,97,253,安東舜季,あんとう,しげすえ,1540年,1555年,1579年,40,-,所領拡大,突撃,速攻,全軍突撃,家名,6,-,安東茂季,湊安東家９代当主。舜季の三男。安東堯季の養子となっていた兄・友季の死後、堯季の養子となり、湊安東家の家督を継いだ。蠣崎季広の六女を妻とした。,1,0,0
92,安東,通季,43,48,38,46,39,91,85,214,安東茂季,あんとう,みちすえ,1564年,1579年,1594年,31,-,所領拡大,臨戦,万全,囮挑発,勲功,11,-,安東通季,湊安東家１０代当主。茂季の嫡男。父の死後、伯父・愛季に湊城を追われ、豊島城に移される。愛季の死後、戸沢家と結んで謀叛を起こすが、失敗に終わった。,1,0,0
93,豊島,重村,29,42,43,40,38,71,78,192,-,としま,しげむら,1521年,1536年,1575年,55,-,家名存続,臨戦,万全,囮挑発,勲功,12,-,豊島重村,安東家臣。畠山重忠の末裔という。１５７０年、湊安東家臣の下刈右京らと結んで謀叛を起こすが、安東愛季の軍勢に敗れ、妻の実家・仁賀保家を頼った。,0,0,0
94,南部,季賢,30,36,60,70,66,66,136,262,-,なんぶ,すえかた,1540年,1555年,1594年,55,-,所領拡大,気勢崩し,堅固,囮挑発,勲功,6,-,南部季賢,安東家臣。宮内少輔と称した。安東家の外交官としてたびたび京都へ赴き、山科言継や織田信長と会見した。愛季が信長に馬と鷹を贈った際も使者を務めた。,0,0,0
95,浅利,則祐,45,51,51,47,46,96,93,240,浅利則頼,あさり,のりすけ,1523年,1538年,1562年,40,-,所領拡大,臨戦,万全,囮挑発,勲功,5,-,浅利則祐,出羽の豪族。十狐（独鈷）城主。則頼の嫡男。安東家への従属を画策する弟・勝頼と対立する。のちに勝頼の手引きを受けた安東軍の攻撃を受け、自害した。,1,0,0
96,浅利,勝頼,39,44,58,51,53,83,104,245,浅利則頼,あさり,かつより,1529年,1544年,1583年,55,-,所領拡大,足止め,回避,神出鬼没,勲功,8,-,浅利勝頼,出羽の豪族。則頼の次男。安東家と結んで兄・則祐を自害させ、当主となる。のちに津軽家と結び謀叛を企んだため、安東愛季に酒宴へ誘い出され、殺された。,1,0,0
97,浅利,頼平,36,47,34,52,39,83,91,208,浅利勝頼,あさり,よりひら,1554年,1569年,1598年,45,-,所領拡大,気勢崩し,堅固,囮挑発,実利,9,-,浅利頼平,出羽の豪族。勝頼の子。父が謀殺された後、津軽に身を隠す。のちに安東家の代官として比内を治めるが、軍役金未納の問題が起き、訴訟中に大坂で急死した。,1,0,0
98,戸沢,道盛,60,54,55,48,50,114,98,267,-,とざわ,みちもり,1524年,1529年,1604年,81,-,所領拡大,用心,斥候,神出鬼没,家名,7,-,戸沢道盛,戸沢家１６代当主。角館城主。秀盛の嫡男。父の死により、幼少の身で家督を継ぐ。その後、若くして隠居し、孫・政盛の移封先である常陸小河城で死去した。,0,0,0
99,戸沢,盛重,31,36,66,46,54,67,100,233,戸沢道盛,とざわ,もりしげ,1551年,1566年,1592年,42,-,領地保全,足止め,回避,神出鬼没,家名,8,-,戸沢盛重,戸沢家１７代当主。角館城主。道盛の嫡男。病弱のため、早くに家督を弟・盛安に譲って出家する。のちに還俗し戸沢政重（祖父・秀盛の弟）の養子となった。,1,0,0
100,戸沢,盛安,84,90,80,55,62,174,117,371,戸沢道盛,とざわ,もりやす,1566年,1581年,1590年,25,-,夜叉九郎の武,一蓮托生,闇討,全軍突撃,勲功,7,-,戸沢盛安,戸沢家１８代当主。角館城主。道盛の三男。積極的な軍事行動で戸沢家最大の版図を築いた。「夜叉九郎」の異名をとった反面、慈悲深い一面もあったという。,1,0,1
101,戸沢,政盛,71,67,55,68,62,138,130,323,戸沢盛安,とざわ,まさもり,1585年,1600年,1648年,64,-,家名存続,急襲,復帰,囮挑発,実利,6,-,戸沢政盛,戸沢家２０代当主。角館城主。盛安の庶子。叔父・光盛の死後、家督を継ぐ。関ヶ原合戦では上杉家の酒田城を攻略、大坂の陣では小田原城などを守備した。,1,0,0
102,戸沢,政重,46,48,71,51,61,94,112,277,-,とざわ,まさしげ,1493年,1508年,1578年,86,-,所領拡大,足止め,回避,神出鬼没,家名,8,-,戸沢政重,戸沢家臣。戸沢家１４代当主・征盛の三男。安房守と称す。小館に住んだといわれる。のちに仏門に入っていた戸沢盛重（甥・道盛の嫡男）を養子とした。,0,0,0
103,本堂,忠親,40,40,57,48,51,80,99,236,-,ほんどう,ただちか,1506年,1521年,1599年,94,-,家名存続,足止め,回避,神出鬼没,実利,8,-,本堂忠親,出羽の豪族。本堂城主。朝親の子。豊臣秀吉の小田原征伐に参陣し、所領を安堵された。秀吉の朝鮮派兵の際は、前田利長軍に属して肥前名護屋城に在城した。,0,0,0
104,戸蒔,義広,43,51,48,41,41,94,82,224,-,とまき,よしひろ,1556年,1571年,1600年,45,-,領地保全,臨戦,万全,囮挑発,勲功,6,-,戸蒔義広,戸沢家臣。戸蒔城主を務めた。関ヶ原合戦の際は主家とともに東軍に属す。東軍の最上義光に従って出陣し、西軍の小野寺義道軍と戦うが、角間川で戦死した。,0,0,0
105,小野寺,輝道,65,62,68,58,64,127,122,317,小野寺稙道,おのでら,てるみち,1534年,1546年,1597年,64,-,家名存続,叱咤,伏兵,神出鬼没,勲功,10,-,小野寺輝道,小野寺家１３代当主。稙道の嫡男。父の死後、一時大宝寺家を頼るが、のちに仇敵・大和田光盛らを滅ぼし、横手城に復帰。小野寺家の全盛時代を築き上げた。,1,0,0
106,鮭延,秀綱,78,78,76,54,60,156,114,346,鮭延貞綱,さけのべ,ひでつな,1562年,1577年,1646年,85,-,所領拡大,挟撃巧者,地利,神出鬼没,仁義,8,-,鮭延秀綱,小野寺家臣。鮭延城主。貞綱の子。最上義光との合戦に敗れ、家臣となる。仙北地方で起こった一揆の鎮圧や、最上領に侵入した上杉軍との戦いで功を立てた。,1,0,0
107,大宝寺,義氏,62,65,30,25,24,127,49,206,大宝寺義増,だいほうじ,よしうじ,1551年,1566年,1583年,33,-,所領拡大,突撃,速攻,全軍突撃,実利,12,-,大宝寺義氏,出羽の豪族。義増の子。合戦に明け暮れて領政を軽んじたため、領民から「悪屋形」と憎悪された。最上義光に通じた家臣・前森蔵人に謀叛され、自害した。,1,0,0
108,最上,義守,40,39,36,45,37,79,82,197,-,もがみ,よしもり,1521年,1522年,1590年,70,-,所領拡大,足止め,回避,神出鬼没,家名,10,-,最上義守,最上家１０代当主。２歳で家督を相続する。次男・義時を偏愛して家督を譲ろうとするが、伊達家の騒動に乗じた長男・義光が決起、強制的に隠居させられた。,0,0,0
109,最上,義光,87,92,91,95,81,179,176,446,最上義守,もがみ,よしあき,1546年,1561年,1614年,69,-,虎将勇躍,神算鬼謀,名将,大将先駆,家名,11,-,最上義光,最上家１１代当主。戦闘と謀略を駆使して出羽を統一し、最上家最大の版図を築く。関ヶ原の合戦の際も上杉軍の猛攻から出羽を守り抜いた知勇兼備の名将。,1,0,1
110,最上,家親,42,56,37,48,39,98,87,222,最上義光,もがみ,いえちか,1582年,1597年,1617年,36,-,家名存続,突撃,速攻,全軍突撃,家名,10,-,最上家親,最上家１２代当主。義光の次男。父の死後、家督を継ぐ。対立していた弟・義親を討ち領内統一を進めるが、間もなく死去。叔父・楯岡光直が毒殺したという。,1,0,0
111,最上,義時,30,36,32,38,29,66,67,165,最上義守,もがみ,よしとき,1550年,1565年,1574年,25,-,家名存続,臨戦,万全,囮挑発,家名,8,-,最上義時,最上家臣。最上義守の次男。父の偏愛を受け、兄・義光と家督を巡り対立。義光の政策に反発する天童頼貞らに擁立されて戦うが、義光に攻められて自害した。,1,0,0
112,氏家,定直,57,50,75,68,73,107,141,323,-,うじいえ,さだなお,1512年,1527年,1571年,60,-,領地保全,足止め,回避,神出鬼没,仁義,5,-,氏家定直,最上家臣。天文の大乱の際には主君・義守の名代として出陣した。主家の御家騒動の際は、重病の身ながら義守を説得して義光への家督譲り渡しを実現させた。,0,0,0
113,氏家,守棟,65,58,76,60,70,123,130,329,氏家定直,うじいえ,もりむね,1534年,1549年,1596年,63,-,家名存続,叱咤,伏兵,神出鬼没,家名,6,-,氏家守棟,最上家臣。定直の子。知略に長け、天童家や白鳥家の討伐に貢献した。また伊達家への使者を務めたり、真室城の攻略で戦功を立てるなど、各方面で活躍した。,1,0,0
114,成沢,光氏,69,70,60,47,52,139,99,298,成沢道忠,なりさわ,みつうじ,1568年,1583年,1627年,60,-,所領拡大,早駆け,猛攻,本陣斬込,勲功,6,-,成沢光氏,最上家臣。成沢家の出身で、守棟の跡を継いだ。関ヶ原合戦では、侵攻してきた上杉景勝軍を相手に奮戦する。家親が当主になると、領国の治政を担当した。,1,0,0
